Customer_ID,No_of_orders_placed,Category_of_customers,Maximum_bill,Minimum_bill,Last_order_placed_date,No_of_issues_raised,Customer_rating,Average_food_rating,Average_happiness_rating,Coupon_consumption_status,Coupons_offered,Premium_membership,Discount_percentage
CUS0x1d26,168.0,Inactive,975.46,168.07,12/14/2015 02:36 PM,59,,4,3,57,274,No,34
CUS0x350e,55.0,Inactive,1635.23,183.0,04/06/2016 07:53 AM,8,4,4,2,52,73,No,31
CUS0x7e9d,240.0,Inactive,1770.82,241.01,06/20/2016 07:41 PM,45,4,3,2,132,280,No,39
CUS0x5779,43.0,Inactive,736.4,79.74,11/05/2017 01:30 PM,23,4,4,4,43,71,No,27
CUS0x5454,55.0,Passive,2191.47,277.0,10/03/2018 04:16 PM,55,2,4,4,55,90,No,38
CUS0x1932,218.0,Inactive,2467.03,-99.0,06/23/2017 06:36 AM,10,,,4,29,335,No,39
CUS0x4d4c,189.0,Inactive,466.75,191.85,,,,4,4,26,283,No,40
CUS0x2232,123.0,Active,453.69,86.18,06/29/2020 08:59 PM,,4,5,4,102,211,Yes,52
CUS0x2519,72.0,Passive,1746.46,194.0,,4,,4,3,72,82,No,25
CUS0x150b,96.0,Inactive,554.94,223.0,09/16/2016 04:11 AM,39,5,3,4,54,120,No,27
CUS0x81af,109.0,Passive,3596.64,276.7,11/21/2018 08:43 AM,3,4,4,4,106,185,No,38
CUS0x5ebc,15.0,Inactive,2028.74,202.83,08/18/2017 11:25 AM,15,3,4,4,15,30,No,24
CUS0x24c8,241.0,Active,2214.68,177.0,01/13/2021 01:41 PM,60,,5,4,93,340,Yes,40
CUS0x7b1d,108.0,Inactive,712.14,92.07,09/23/2016 03:04 AM,59,5,4,4,89,181,No,40
CUS0x1675,161.0,Inactive,1863.52,280.71,,17,4,3,4,149,276,No,33
CUS0x3fef,51.0,Active,2428.44,-99.0,,19,4,4,5,36,80,Yes,46
CUS0x4072,49.0,Passive,2488.51,181.37,07/25/2019 06:54 PM,38,4,4,5,49,68,No,59
CUS0x47f1,219.0,Passive,3289.41,-99.0,,37,4,4,4,138,300,0,33
CUS0x35ad,,Active,1655.14,-99.0,05/03/2020 09:20 AM,18,4,2,3,78,107,Yes,46
CUS0xca3,185.0,Passive,2528.46,-99.0,,53,4,3,4,,262,No,33
CUS0xff9,147.0,Passive,585.41,215.46,11/29/2019 07:28 PM,,4,4,3,139,189,Yes,41
CUS0x4fe,71.0,Inactive,1836.98,88.0,,11,,4,4,71,83,No,
CUS0x5496,128.0,Passive,768.93,111.72,11/15/2018 08:30 PM,22,4,4,4,80,213,No,41
CUS0x244f,160.0,Inactive,3484.3,-99.0,12/30/2015 12:33 AM,31,,4,4,135,243,0,48
CUS0x74a0,179.0,Passive,1508.95,117.58,07/30/2018 04:06 AM,33,4,5,5,20,271,No,36
CUS0x312a,201.0,Active,,105.1,,20,4,4,4,163,291,No,45
CUS0x4c33,145.0,Passive,3323.69,175.03,05/01/2019 11:57 PM,24,,3,4,33,224,No,
CUS0x12d,125.0,Active,1355.8,-99.0,06/15/2020 11:04 PM,,5,4,4,43,231,No,33
CUS0x718c,8.0,Active,3289.69,132.47,09/21/2020 05:14 AM,8,4,3,4,8,26,No,55
CUS0x4ef9,54.0,Active,1297.34,213.0,03/06/2020 10:34 PM,10,4,4,5,47,80,No,44
CUS0x7ac0,177.0,Inactive,2853.91,334.89,10/24/2017 04:06 AM,59,4,4,4,44,277,No,39
CUS0x3ed9,165.0,Inactive,3654.16,293.04,12/09/2015 01:03 PM,21,4,4,5,74,254,No,43
CUS0x467d,21.0,Active,3341.27,-99.0,06/20/2020 12:18 PM,21,4,4,3,21,38,No,58
CUS0x25f2,128.0,Passive,488.54,222.3,01/13/2018 08:47 AM,30,4,5,3,47,177,No,
CUS0x7bd5,85.0,Inactive,2556.75,191.0,11/26/2015 07:38 AM,22,4,5,4,76,99,No,30
CUS0x6bce,55.0,Inactive,538.9,276.0,10/01/2017 11:11 PM,32,3,3,5,55,69,No,30
CUS0x759f,153.0,Passive,2323.54,256.11,12/21/2018 11:45 PM,35,4,4,4,55,232,No,41
CUS0xa19,155.0,Inactive,2358.8,-99.0,05/25/2016 08:39 AM,4,4,4,5,155,196,No,0
CUS0x369,238.0,Active,3222.8,173.43,01/11/2020 02:18 PM,12,,3,4,46,279,Yes,52
CUS0xb41,9.0,Passive,666.43,167.95,10/31/2018 01:43 AM,2,4,4,3,9,26,No,27
CUS0x28df,144.0,Inactive,952.69,155.37,07/06/2016 06:10 AM,29,4,4,4,43,231,No,39
CUS0x1f05,,Passive,,238.78,09/19/2019 03:39 PM,13,4,5,4,44,63,No,46
CUS0xea7,165.0,Passive,3177.43,222.32,,44,4,4,5,128,249,0,44
CUS0x39f4,152.0,Passive,2899.1,111.15,,42,4,4,3,152,219,No,30
CUS0x6524,157.0,Inactive,2400.83,100.33,10/02/2016 06:22 AM,18,5,3,4,114,230,No,40
CUS0x3e17,,Inactive,3442.02,147.9,,44,4,4,4,158,311,No,38
CUS0x4d3e,106.0,Inactive,1217.39,315.2,,21,4,2,5,62,179,No,40
CUS0x45a5,183.0,Inactive,3263.8,91.08,08/31/2016 09:26 AM,38,4,4,3,136,244,No,39
CUS0x744e,136.0,Passive,2048.32,96.56,11/17/2019 02:24 PM,38,3,4,3,76,247,No,32
CUS0x1137,8.0,Active,2055.06,168.69,01/09/2020 03:23 PM,,4,2,5,8,20,0,56
CUS0x44cc,157.0,Inactive,3692.9,209.2,06/11/2015 03:52 PM,8,4,4,5,84,248,No,43
CUS0x796e,72.0,Passive,1178.43,212.0,05/13/2018 06:23 AM,52,4,4,2,72,88,No,30
CUS0x6a3b,204.0,Active,1997.42,300.87,01/03/2021 10:59 PM,6,5,4,3,131,271,No,47
CUS0x80d2,194.0,Inactive,916.91,150.76,04/28/2016 01:51 AM,13,4,4,4,25,235,Yes,45
CUS0x3636,114.0,Active,2283.13,-99.0,02/27/2021 07:54 PM,29,,4,4,42,214,No,34
CUS0x76e8,114.0,Passive,2864.17,271.3,07/09/2018 02:39 AM,22,4,4,4,30,218,No,49
CUS0x3f89,231.0,Passive,3439.61,96.27,,54,3,4,2,21,326,No,42
CUS0x8df,224.0,0,684.07,271.22,02/23/2016 03:50 PM,57,4,1,3,107,315,No,48
CUS0x7ebd,51.0,Inactive,2229.77,241.0,12/10/2015 07:56 PM,20,4,4,2,51,70,No,23
CUS0x2760,152.0,Inactive,1570.91,107.81,,11,4,4,4,69,223,No,39
CUS0x5b3b,41.0,Passive,2190.68,131.12,03/15/2019 05:18 AM,40,3,5,4,41,53,No,41
CUS0x7d33,150.0,Inactive,1861.06,250.25,05/09/2017 08:07 AM,28,3,4,3,100,227,No,32
CUS0x5d1b,153.0,Passive,452.89,213.99,07/30/2019 07:29 PM,31,4,3,4,96,200,No,35
CUS0x4faf,70.0,Passive,2118.14,207.0,05/09/2019 07:20 PM,2,4,4,5,49,85,No,40
CUS0x3be,181.0,Inactive,2224.34,181.9,07/07/2016 07:49 AM,,4,4,4,45,289,No,35
CUS0x4604,,Inactive,831.78,228.0,08/26/2015 01:37 AM,22,4,4,4,98,133,No,24
CUS0x3370,73.0,Passive,533.76,162.0,07/13/2019 07:38 AM,,5,4,3,73,85,No,25
CUS0x6ba5,109.0,Inactive,3117.44,195.65,09/05/2016 11:36 PM,50,4,4,4,105,209,Yes,46
CUS0x1178,115.0,0,2908.05,128.93,01/01/2019 12:04 PM,1,4,4,4,115,228,No,41
CUS0x5191,8.0,Passive,2242.24,104.18,08/23/2019 05:03 PM,0,3,5,4,8,36,Yes,47
CUS0x75a8,229.0,Inactive,2178.17,314.24,06/26/2016 08:13 AM,26,4,1,2,153,348,No,38
CUS0x2404,91.0,Active,1592.85,-99.0,,22,,4,4,40,124,No,40
CUS0x47ee,161.0,Passive,2088.9,336.32,,39,4,,4,95,245,No,32
CUS0x118d,,Inactive,1820.02,241.99,,45,4,,2,106,276,No,38
CUS0x1233,6.0,Passive,3603.62,190.71,,6,4,4,4,6,20,Yes,57
CUS0x7e7c,38.0,Passive,3019.01,102.69,06/16/2019 03:55 AM,38,5,4,4,38,71,No,52
CUS0x6d72,62.0,Inactive,1912.83,235.0,01/18/2016 04:04 AM,15,4,3,4,43,97,No,34
CUS0x65e8,179.0,Passive,2902.81,129.06,12/31/2019 12:22 AM,13,4,3,4,147,262,No,44
CUS0x5112,99.0,Passive,1970.76,142.0,04/14/2019 06:50 AM,6,5,2,4,59,126,Yes,38
CUS0x43bc,113.0,Passive,2092.29,208.96,,19,3,4,4,113,184,Yes,57
CUS0x59fe,97.0,Passive,889.87,167.0,01/16/2019 02:37 AM,2,3,4,5,42,119,No,27
CUS0x1989,77.0,Passive,1542.49,221.0,05/05/2019 08:43 PM,41,4,4,3,38,95,No,39
CUS0x46f1,192.0,,1474.05,-99.0,08/20/2015 04:27 AM,38,,3,3,89,270,No,32
CUS0x448f,195.0,Active,543.51,-99.0,,,3,5,5,61,252,No,41
CUS0x340b,,Active,2247.96,213.25,,46,5,2,4,46,60,No,55
CUS0x129,124.0,Active,522.33,230.53,05/05/2020 09:33 AM,38,4,4,5,82,235,No,46
CUS0x34ea,181.0,Passive,2649.5,290.03,10/17/2019 03:55 AM,16,4,4,3,146,285,No,42
CUS0x232e,107.0,Active,3024.31,121.07,01/15/2020 07:37 PM,58,4,2,4,91,163,No,30
CUS0x291e,152.0,Passive,1687.99,117.35,05/14/2019 03:06 AM,22,4,4,2,86,204,No,43
CUS0x4cf8,,Passive,811.3,95.82,,40,4,4,4,139,241,Yes,41
CUS0xa43,173.0,Inactive,1081.09,-99.0,11/17/2015 11:58 PM,27,5,3,4,156,255,No,34
CUS0x36c7,90.0,,2170.22,193.0,,4,,3,2,50,109,No,25
CUS0x648,6.0,Passive,3498.51,90.16,,6,5,4,4,6,23,No,47
CUS0x2b6d,57.0,Active,533.82,233.0,11/13/2020 01:06 AM,6,4,4,4,36,77,Yes,25
CUS0x15aa,,Inactive,2372.81,243.0,11/20/2017 01:03 AM,14,4,3,4,87,117,No,20
CUS0x78da,155.0,Active,1838.03,275.9,10/20/2020 09:49 PM,20,4,4,5,36,235,No,43
CUS0x1493,141.0,,1687.47,144.55,,12,4,4,4,141,231,No,30
CUS0x4911,230.0,Inactive,3510.75,227.96,,9,4,3,4,33,337,No,42
CUS0x510b,171.0,Passive,1719.38,237.3,12/14/2019 03:01 PM,57,4,2,4,26,228,No,37
CUS0x1e46,242.0,Passive,2248.83,87.65,12/08/2019 02:42 AM,56,4,4,3,162,288,No,42
CUS0x2fec,213.0,Inactive,1959.81,-99.0,10/09/2016 11:06 PM,15,4,4,4,138,267,No,40
CUS0x1de,193.0,Inactive,3072.11,203.1,08/05/2015 05:48 AM,59,,4,4,57,242,Yes,43
CUS0x79b,81.0,,2037.87,-99.0,,45,4,3,4,81,95,No,29
CUS0x1685,26.0,Passive,2707.01,79.57,12/20/2018 08:00 PM,,3,3,2,26,37,Yes,45
CUS0x75fb,229.0,Active,1862.89,325.65,10/25/2020 10:24 AM,3,3,4,2,29,347,No,44
CUS0x1be0,36.0,,2594.84,-99.0,04/11/2017 09:45 PM,,4,4,4,21,68,No,23
CUS0x7b4,24.0,Passive,2141.37,198.26,01/03/2019 01:36 AM,24,3,4,4,24,35,No,46
CUS0x4b1f,93.0,Passive,2394.67,269.0,11/28/2018 04:36 PM,11,4,4,4,93,109,No,20
CUS0x528c,98.0,Inactive,2119.84,225.0,06/01/2017 11:14 AM,14,3,2,4,98,120,No,25
CUS0x709c,230.0,Passive,3030.88,131.57,02/16/2019 04:30 PM,28,4,4,4,78,288,No,30
CUS0x3596,141.0,Active,3088.55,209.13,11/12/2020 04:36 PM,12,,3,5,115,207,No,39
CUS0x73c7,104.0,Inactive,1488.14,245.1,02/14/2016 12:43 AM,59,4,3,4,104,188,No,42
CUS0x2a81,61.0,Inactive,2607.47,114.0,11/10/2017 08:39 PM,32,4,1,3,54,83,No,32
CUS0x3673,,Passive,1503.95,215.0,03/28/2018 05:09 AM,23,4,4,2,51,71,0,39
CUS0xfa,168.0,Inactive,733.9,138.5,04/03/2016 03:21 PM,7,4,4,5,98,213,Yes,45
CUS0x3508,,Inactive,1973.74,153.78,,38,4,4,4,78,216,Yes,51
CUS0x66eb,5.0,Inactive,3010.77,200.02,11/23/2017 09:26 AM,5,4,4,4,5,16,No,32
CUS0x4bcf,87.0,Inactive,1030.01,136.0,06/13/2015 12:31 AM,18,,4,2,87,105,Yes,26
CUS0x7bf3,69.0,Passive,2454.45,217.0,12/15/2019 03:12 AM,25,4,3,5,69,100,No,41
CUS0x411b,208.0,Active,1464.1,126.83,07/07/2020 03:46 PM,,3,,5,84,308,No,42
CUS0x674d,107.0,Passive,1153.9,271.77,09/04/2018 10:12 AM,3,4,5,4,107,162,No,39
CUS0x28ca,135.0,Passive,2994.35,252.69,,6,4,4,4,28,225,Yes,44
CUS0x6466,78.0,Passive,1726.61,222.0,07/24/2019 03:59 PM,40,4,4,4,78,95,Yes,31
CUS0x4844,75.0,Inactive,1048.42,80.0,09/24/2017 08:24 AM,,4,4,4,26,108,No,25
CUS0x6aee,119.0,Inactive,2063.23,277.38,07/06/2016 03:41 AM,10,5,3,4,119,206,No,46
CUS0x5b3d,159.0,Inactive,3217.83,212.78,08/09/2016 05:29 AM,6,4,4,4,85,224,No,33
CUS0x6934,49.0,Inactive,2192.7,131.62,06/18/2016 02:25 AM,44,4,4,2,49,72,No,26
CUS0x1972,43.0,Inactive,3398.68,142.07,11/25/2016 07:45 PM,,,4,4,43,58,No,20
CUS0x246b,148.0,Inactive,813.11,317.78,12/06/2016 05:53 AM,57,4,4,5,78,243,0,58
CUS0x5a92,140.0,Passive,2555.14,327.3,12/19/2018 08:50 PM,32,4,4,3,50,250,Yes,57
CUS0x5664,181.0,Active,1436.41,296.81,02/03/2020 10:23 AM,27,3,4,2,81,232,No,46
CUS0x40b6,59.0,,1040.42,77.0,11/28/2018 01:13 AM,10,4,5,5,,79,Yes,31
CUS0x10a6,51.0,Inactive,1684.25,185.0,10/29/2016 06:41 PM,51,4,4,2,51,73,No,20
CUS0x1c07,167.0,Passive,1237.74,307.93,,55,,4,3,73,207,0,0
CUS0x5355,237.0,Inactive,2545.8,344.07,06/07/2015 07:08 PM,27,5,4,2,104,286,No,40
CUS0x3782,148.0,Passive,1930.1,107.32,05/25/2018 08:48 PM,58,3,3,3,46,259,Yes,54
CUS0x64b0,62.0,Passive,1206.97,114.0,10/09/2019 04:02 AM,3,4,3,4,35,72,Yes,42
CUS0x1180,15.0,Active,3690.44,218.55,,15,4,4,4,15,41,No,47
CUS0x4d9d,107.0,Passive,2638.45,308.8,05/09/2019 06:00 PM,31,,2,3,107,184,0,39
CUS0x7af1,123.0,Inactive,1309.35,211.01,05/25/2017 02:27 PM,31,4,2,4,100,196,No,33
CUS0x13cb,246.0,Inactive,2567.28,126.77,,,4,4,4,146,366,0,44
CUS0x17cc,178.0,Inactive,1343.96,289.9,07/19/2016 10:03 PM,13,5,3,5,44,271,No,48
CUS0xb50,181.0,Inactive,3195.15,105.67,12/13/2016 10:19 PM,17,4,2,4,23,261,No,30
CUS0x4992,11.0,0,2304.61,213.56,05/12/2018 11:58 PM,11,,4,4,11,42,No,47
CUS0x48cc,175.0,Inactive,2798.79,237.75,03/23/2016 06:12 AM,21,4,2,2,131,252,0,45
CUS0x47f9,9.0,Passive,3383.45,219.8,09/21/2019 01:57 AM,4,4,1,2,9,34,No,56
CUS0x69e7,214.0,Inactive,3665.69,251.26,05/13/2017 02:13 AM,46,4,3,4,152,330,No,35
CUS0x345f,235.0,Inactive,2150.06,-99.0,,14,4,4,4,109,296,Yes,41
CUS0x2bcb,228.0,Active,3674.97,284.83,10/07/2020 06:51 AM,,,3,4,153,334,No,30
CUS0x20f3,50.0,Passive,1339.94,148.94,12/18/2018 05:23 AM,2,4,4,4,50,82,No,51
CUS0x66ab,201.0,Inactive,1085.79,91.9,06/19/2017 11:26 PM,16,4,2,4,76,313,Yes,59
CUS0x425d,61.0,Passive,889.76,93.0,,22,4,3,4,28,81,Yes,22
CUS0x6fbf,190.0,Active,1261.93,113.29,03/19/2020 02:56 PM,8,4,4,3,34,301,Yes,45
CUS0x26ff,195.0,,1380.81,172.78,07/04/2019 02:10 AM,6,4,3,4,101,252,Yes,59
CUS0x28f7,84.0,Passive,2358.04,-99.0,03/21/2019 05:33 AM,6,4,4,4,84,110,Yes,24
CUS0x6145,218.0,Inactive,890.99,238.66,11/02/2015 06:50 AM,32,4,4,4,106,261,No,49
CUS0x2f2e,85.0,Passive,1111.09,177.0,09/07/2018 05:41 PM,15,4,3,4,85,116,0,31
CUS0x3e4e,233.0,Inactive,3672.48,149.38,,57,4,4,4,85,292,No,36
CUS0x2e6c,219.0,Inactive,1264.24,205.28,10/29/2016 11:43 PM,21,,4,4,58,296,Yes,58
CUS0x239e,102.0,Passive,2137.57,171.53,08/27/2019 05:36 AM,48,4,4,4,87,159,No,49
CUS0x366b,62.0,Passive,1193.02,-99.0,06/16/2018 07:42 PM,21,4,4,2,62,72,No,42
CUS0x6e35,102.0,Inactive,2107.8,307.0,10/21/2016 01:53 PM,20,4,4,4,46,191,No,46
CUS0x63fc,115.0,Passive,829.61,265.28,05/27/2019 02:49 AM,50,4,4,4,103,192,No,32
CUS0x389f,58.0,Active,634.13,178.0,,21,,4,4,58,72,No,33
CUS0x2bd0,55.0,Inactive,2134.95,86.0,,27,4,4,4,28,82,No,27
CUS0x1438,,Inactive,2819.87,108.9,,,2,4,3,11,34,No,28
CUS0x477a,199.0,,1423.58,240.04,05/21/2020 03:12 PM,,4,4,3,55,308,No,32
CUS0x774e,32.0,Inactive,2636.24,216.24,08/11/2017 04:39 PM,20,2,4,4,32,55,Yes,31
CUS0x55b,181.0,Inactive,2990.35,199.31,,22,4,2,5,72,267,No,41
CUS0x15f,,Passive,3683.55,102.21,03/26/2018 05:36 AM,5,4,4,4,5,36,Yes,50
CUS0x6d7a,17.0,Active,2282.24,87.68,06/04/2020 02:20 AM,17,4,5,3,17,43,No,52
CUS0x42a5,173.0,Passive,2002.18,154.44,,5,5,4,4,74,223,No,32
CUS0x563c,205.0,Inactive,1519.29,129.21,10/16/2016 05:15 PM,57,5,2,4,86,250,No,45
CUS0x2aa6,217.0,Inactive,2302.63,119.81,,55,4,4,3,118,261,No,46
CUS0x4b53,216.0,Active,1851.74,344.04,01/12/2020 05:08 AM,26,4,1,4,158,259,Yes,47
CUS0x70f0,138.0,Inactive,3635.01,253.34,10/19/2015 10:58 AM,42,4,1,4,39,197,No,36
CUS0x496b,40.0,Passive,2963.79,132.4,05/04/2018 05:54 AM,6,5,5,4,23,75,Yes,-99
CUS0x48c1,,,784.46,-99.0,01/12/2016 08:27 PM,43,,4,4,49,82,No,30
CUS0x609f,238.0,Active,2897.45,91.81,03/26/2020 06:31 PM,4,3,2,5,144,323,No,38
CUS0x2b1a,,Inactive,1693.99,258.0,10/26/2016 04:21 AM,,,4,4,56,96,No,-99
CUS0x139b,195.0,Inactive,2452.8,310.02,01/20/2017 08:44 AM,25,5,4,2,94,287,No,31
CUS0x1ce4,41.0,Inactive,1980.62,203.95,09/28/2017 03:06 PM,41,,3,5,41,51,No,33
CUS0x2b87,,Passive,2525.7,185.37,11/20/2018 01:08 AM,7,5,1,4,28,54,No,56
CUS0x5fd2,55.0,Active,1286.98,108.0,04/15/2020 08:48 PM,13,4,4,3,55,86,No,42
CUS0x23bb,181.0,Inactive,811.24,335.23,11/22/2015 02:56 AM,44,4,4,4,38,254,No,31
CUS0x4332,176.0,Inactive,3087.64,225.32,05/22/2017 02:38 PM,57,,3,5,160,218,0,44
CUS0x54aa,51.0,Inactive,2210.48,145.0,08/01/2017 08:44 PM,29,3,3,3,38,69,No,25
CUS0x4568,161.0,Passive,2440.51,192.65,,51,,4,4,80,214,No,42
CUS0xcbe,99.0,Passive,1935.24,167.0,06/02/2018 04:25 AM,45,4,4,5,99,115,No,34
CUS0x5dc2,228.0,Inactive,954.27,293.46,01/09/2016 01:25 PM,32,4,4,4,104,271,No,40
CUS0x35e4,134.0,Passive,2294.99,244.28,05/05/2018 11:48 PM,,4,4,5,25,250,No,32
CUS0x27c0,152.0,Active,3626.25,268.65,02/14/2021 11:56 PM,7,4,3,4,80,256,No,31
CUS0x759,36.0,Passive,1709.06,147.08,12/24/2019 02:45 AM,36,4,4,3,36,69,Yes,57
CUS0x76f0,172.0,Passive,633.69,259.03,06/28/2018 07:48 AM,39,4,4,2,61,287,No,34
CUS0x6caa,240.0,Active,3107.88,101.33,08/03/2020 08:26 PM,20,4,4,3,101,347,No,30
CUS0x3d60,86.0,Inactive,676.17,-99.0,08/14/2016 10:21 PM,37,2,3,5,86,116,Yes,0
CUS0xe3c,,Inactive,2259.7,105.0,09/19/2015 04:51 PM,14,4,4,5,97,111,No,22
CUS0x5a80,162.0,Passive,1949.77,258.87,06/28/2018 08:24 PM,48,5,3,3,20,241,Yes,44
CUS0x1dd3,200.0,Passive,1345.98,157.67,,31,4,4,4,162,278,No,33
CUS0x712b,229.0,Passive,2921.62,257.84,04/21/2019 11:41 AM,55,5,3,4,28,322,No,36
CUS0x42de,118.0,Inactive,790.91,236.56,,2,4,1,3,77,215,No,42
CUS0x5bfd,161.0,Passive,2405.9,155.14,08/03/2018 02:53 AM,27,4,2,4,24,276,Yes,51
CUS0x6282,223.0,Passive,2573.05,172.39,04/06/2018 08:44 PM,53,5,4,5,120,294,No,37
CUS0x4705,94.0,Inactive,2232.5,143.0,05/03/2015 09:46 PM,43,4,4,4,52,116,No,30
CUS0x5d4e,20.0,Inactive,3498.75,159.9,07/24/2016 03:12 AM,20,4,4,4,20,53,No,33
CUS0x5f8,169.0,Active,1028.17,189.21,11/20/2020 04:53 PM,20,3,4,2,23,219,Yes,
CUS0x6826,17.0,Passive,482.84,90.53,11/20/2018 10:27 AM,17,4,4,4,17,45,No,20
CUS0x3932,176.0,Active,3315.82,199.51,,33,4,4,4,98,242,Yes,
CUS0x4336,205.0,Active,1045.04,314.82,12/05/2020 09:50 PM,8,4,4,4,51,252,No,34
CUS0x72ee,204.0,Inactive,1569.63,171.71,11/10/2016 01:36 AM,1,3,4,4,109,306,No,36
CUS0x5c57,42.0,Inactive,1776.08,157.44,07/03/2016 04:36 PM,22,4,4,2,42,65,No,22
CUS0x2b22,162.0,Active,3379.62,-99.0,01/26/2020 04:36 PM,18,,4,4,162,237,No,46
CUS0x3e3a,56.0,Passive,885.3,288.0,05/21/2019 09:31 PM,49,4,4,3,56,73,No,35
CUS0x673f,21.0,Passive,1004.75,152.91,05/11/2018 10:28 PM,21,4,4,2,21,51,Yes,43
CUS0x78d0,140.0,Inactive,2253.07,252.52,11/10/2016 08:59 AM,43,4,4,4,61,231,Yes,58
CUS0x6a70,82.0,Inactive,2141.41,210.0,06/17/2016 02:26 AM,48,4,4,4,73,116,No,20
CUS0x51f0,90.0,Inactive,1012.28,140.0,01/26/2017 01:12 AM,9,4,4,2,90,104,No,22
CUS0x40d2,,Passive,703.09,286.0,,,3,1,4,58,92,No,20
CUS0x25d,143.0,Passive,2478.21,239.24,02/23/2018 08:39 PM,45,4,4,4,120,238,No,33
CUS0x6dad,245.0,Inactive,1371.35,253.66,03/18/2017 10:24 AM,9,5,4,4,85,327,Yes,56
CUS0x2178,239.0,,684.08,115.94,11/26/2017 02:56 PM,7,,1,4,146,328,Yes,44
CUS0x3479,,Inactive,732.64,246.7,,7,4,3,2,43,351,Yes,50
CUS0x4c5,,Inactive,1047.97,174.43,,18,4,4,5,136,244,Yes,57
CUS0x6c1c,90.0,Passive,1631.38,215.0,11/20/2018 05:16 AM,50,4,4,4,90,119,No,33
CUS0x4412,140.0,Inactive,1368.13,150.22,12/20/2016 07:39 PM,53,,4,4,90,256,Yes,
CUS0x47c3,83.0,Passive,2050.73,-99.0,,22,,4,4,83,111,No,43
CUS0x8a2,,Inactive,421.92,130.12,05/01/2017 04:38 PM,25,4,3,5,27,55,No,29
CUS0x54c0,65.0,Active,1509.69,283.0,02/01/2020 10:58 PM,13,4,5,2,65,96,Yes,47
CUS0x5e3e,167.0,Passive,2763.36,201.1,07/13/2019 09:15 AM,57,5,4,4,68,252,No,31
CUS0x1620,234.0,Active,2971.39,256.7,05/13/2020 11:20 AM,41,,3,5,51,310,No,49
CUS0x397,53.0,Passive,2246.69,231.0,,13,,4,4,53,84,No,43
CUS0x4b51,153.0,Active,2257.8,224.77,06/14/2020 07:55 AM,47,,2,5,153,253,No,39
CUS0x32f4,200.0,Inactive,1042.63,-99.0,,41,,4,5,47,307,0,31
CUS0x6dfd,248.0,Inactive,3572.51,292.67,11/30/2016 05:10 AM,30,2,1,4,105,336,No,38
CUS0x16ff,,Passive,878.75,-99.0,,0,4,2,2,39,181,No,49
CUS0x188c,243.0,Active,3253.5,141.02,01/03/2021 05:20 PM,,4,5,4,166,293,No,37
CUS0x3f31,120.0,Inactive,968.72,318.62,,,4,4,4,55,199,No,32
CUS0x667f,60.0,Inactive,2494.62,158.0,09/20/2015 05:40 AM,40,4,4,3,60,93,Yes,26
CUS0x368b,79.0,Inactive,791.81,171.0,12/07/2015 07:32 AM,52,,4,3,79,89,No,32
CUS0x69b7,136.0,Inactive,1195.8,262.12,04/22/2016 07:25 AM,59,4,5,4,64,187,No,46
CUS0x2b34,32.0,Inactive,1524.52,214.21,08/01/2015 10:33 AM,16,4,4,4,32,64,No,24
CUS0x7e0,224.0,Passive,2942.73,182.62,09/12/2018 12:54 PM,18,3,4,4,25,268,0,45
CUS0x2e14,240.0,Passive,3616.08,109.51,,59,,4,5,80,352,No,45
CUS0x5e89,18.0,Inactive,2169.93,94.93,11/26/2016 05:39 AM,3,4,2,4,18,44,No,32
CUS0x7b6c,11.0,Passive,353.67,189.98,01/14/2018 09:21 PM,11,4,4,4,11,39,No,25
CUS0x320e,,Active,2392.63,85.94,,39,4,5,4,65,193,Yes,47
CUS0x7af7,248.0,Passive,2227.96,99.11,07/23/2019 04:15 PM,39,2,2,3,167,328,Yes,52
CUS0x4a3b,,Passive,2615.35,-99.0,04/19/2018 01:38 PM,2,3,5,3,53,69,Yes,
CUS0x7e67,64.0,Passive,2633.61,272.0,07/06/2019 04:04 PM,29,4,4,4,64,78,No,33
CUS0x5c1,177.0,Inactive,1676.79,-99.0,10/25/2015 05:12 PM,54,3,4,4,39,283,No,48
CUS0x4414,48.0,,1368.56,129.89,,25,4,3,4,26,59,No,31
CUS0x24d0,8.0,Inactive,1451.73,-99.0,02/10/2016 12:18 AM,8,5,4,4,8,34,No,
CUS0x7b2e,96.0,Inactive,1636.0,140.0,06/23/2017 04:14 PM,40,4,4,4,96,109,No,34
CUS0x7c75,160.0,Passive,1074.82,322.61,05/26/2019 02:17 PM,34,4,3,3,43,256,Yes,48
CUS0x77a5,95.0,Inactive,1913.16,219.0,01/25/2016 12:52 AM,52,4,4,4,95,128,No,25
CUS0x607,170.0,Passive,2643.56,295.32,11/23/2018 03:26 AM,38,4,3,4,72,228,0,47
CUS0x2885,235.0,Passive,2440.44,133.86,07/09/2018 01:08 AM,8,3,4,3,65,352,No,24
CUS0x4716,183.0,Passive,3477.7,276.02,03/02/2018 01:00 PM,3,4,5,3,156,291,Yes,45
CUS0x1a53,169.0,Active,2899.83,155.96,01/19/2021 05:56 AM,,,4,3,93,279,No,40
CUS0x4071,71.0,Passive,695.92,140.0,11/21/2018 06:26 PM,57,,,2,71,106,No,40
CUS0x3afd,232.0,Passive,2410.84,175.22,07/12/2018 07:02 PM,49,,4,3,63,352,0,46
CUS0x6422,196.0,Inactive,2090.99,200.02,01/20/2017 08:25 PM,24,5,3,2,133,280,No,37
CUS0x124a,241.0,Active,1443.66,172.09,,18,4,4,4,131,348,Yes,48
